Year,CLIENT_ID,NAME,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,COUNTRY,CREATED_DATE,ACTIVE
2015,12083,United Taxidrivers Community Council (UTCC),2040 N. Milwaukee,,Chicago,IL,60647,United States,,Y
2015,22171,333 Building Corp,680 N Lake Shore Drvie,Ste. 1900,Chicago,IL,60611,United States,04/22/2014,Y
2015,12257,Wine and Spirit Distributors of IL (WSDI),"27 E. Monroe, Ste. 1200",,Chicago,IL,60603,United States,,Y
2015,25421,Metro Loans,1s660 Midwest Road,Suite 300,Oakbrook Terrace,IL,60181,United States,04/16/2015,Y
2014,22525,FoodSmith Huron Associates LLC,400 W Huron,,Chicago,IL,60654,United States,06/11/2014,Y
2014,22522,3030 N Broadway LLC,221 W Illinois St,,Wheaton,IL,60187,United States,06/11/2014,Y
2015,12687,"Belgravia Group, Ltd.","833 North Orleans St., Suite 400",,Chicago,IL,60610,United States,,Y
2015,20104,Moody Bible Institute,820 N LaSalle,,Chicago,IL,60610,United States,10/23/2013,Y
2015,24984,InterPark Incorporated,200 North La Salle Street,Ste. 1400,Chicago,IL,60601,United States,03/16/2015,Y
2015,11574,Hispanic Housing Development Corporation,"325 N. Wells, 8th Flr",,Chicago,IL,60610,United States,,Y
2015,25741,"Higgins Development Partners, LLC",676 N. Michigan Avenue,Suite 3110,Chicago,IL,60611,United States,05/15/2015,Y
2015,20965,"Interstate/JCDecaux, LLC",3 Park Avenue,33rd Floor,New York,NY,10016,United States,01/13/2014,Y
2015,12516,SET Environmental,450 Sumac Road,,Wheeling,IL,60690,United States,,Y
2015,14862,The Leonis Group,1515 N. Astor Street,Apt A,Chicago,IL,60610,United States,07/30/2012,Y
2015,16877,FH Paschen,5515 N. East River Road,,Chicago,IL,60656,United States,01/21/2013,Y
2015,25781,RBC Global Asset Management,50 South Sixth Street,Suite 2350,Minneapolis,MN,55402,United States,05/20/2015,Y
2015,19482,"Pace Property Group, LLC",Attn: George Hanus c/o National Shopping Plazas,"200 W. Madison, Suite 4200",Chicago,IL,60606,United States,08/20/2013,Y
2015,24510,Edward H. Benford,523 W. Armitage Avenue,,Chicago,IL,60614,United States,01/14/2015,Y
2015,20092,KHP Hotel Holding LLC,"c/o Kimpton Hotels & Restaurants, Attn:  Ms. Judy Miles","222 Kearney Street, Suite 200",San Francisco,CA,94108,United States,10/22/2013,Y
2015,26042,Randolph Place Residences Condominium Association,Riverside Group,137 N. Oak Park Avenue,Oak Park,IL,60301,United States,06/10/2015,Y
2014,22662,Deke Pappas,2404 South Wolcott,,Chicago,IL,60608,United States,06/30/2014,Y
2014,24422,Tishman Speyer Properties,Attn:  Mr. Patrick J. Kearney,"525 W. Monroe, Suite 650",Chicago,IL,60661,United States,12/29/2014,Y
2014,25282,"Plymouth Partners, LP",815 West Van Buren,"Suite 550, Attn:  Bruce Sagan",Chicago,IL,60607,United States,04/02/2015,Y
2014,23361,Chicago Title and Trust Co.,659 W. Wrightwood,,Chicago,IL,60614,United States,09/08/2014,Y
2015,16832,"Chicago Cubs Baseball Club, LLC",1060 W. Addison Street,,Chicago,IL,60613,United States,01/18/2013,Y
2015,24641,"Unilever Illinois Manufacturing, LLC",2816 S. Kilbourn Avenue,,Chicago,IL,60623,United States,01/20/2015,Y
2014,21242,Greater Southwest Development Corporation,233 S. Wacker Drive,22nd Floor,Chicago,IL,60606,United States,01/24/2014,Y
2015,22183,Windy City RE LLC,161 E Chicago Ave,Unit 27B,Chicago,IL,60611,United States,04/23/2014,Y
2014,22102,"Three Corners Development, Inc.",15426 South 70th Court,,Orland Park,IL,60462,United States,04/18/2014,Y
2015,24571,Jewel Food Store,150 Pierce Place,Suite 200,Itasca,IL,60143,United States,01/16/2015,Y
2014,23323,"Withey, Bret and Carolyn",1317 W Wolfram,,Chicago,IL,60657,United States,09/05/2014,Y
2014,13402,"NM Project Company, LLC",625 N. Michigan Ave.  Ste 500,,Chicago,IL,60602,United States,,Y
2014,23321,National Museum of Health + Medicine Chicago,175 West Washington Street,,Chicago,IL,60602,United States,09/05/2014,Y
2014,23241,Sheldon Heights Church of Christ,11325-55 South Halsted Street,,Chicago,IL,60628,United States,08/25/2014,Y
2014,22221,International Sign Association,1001 N Fairfax St,Ste 301,Alexandria,VA,22314,United States,04/29/2014,Y
2014,22902,Robert Hollender,3806 N Bell Ave,,Chicago,IL,60618,United States,07/17/2014,Y
2015,23222,"RBC Capital Markets, LLC",Three World Financial Center,200 Vesey St.,New York,NY,10281,United States,08/22/2014,Y
2015,12919,"Mesirow Financial, Inc",353 N. Clark,,Chicago,IL,60654,United States,,Y
2015,12036,Incapital LLC,200 S. Wacker Dr  Ste. 3700,,Chicago,IL,60606,United States,,Y
2015,24565,Chicago Lakeside Development LLC,737 N. Michigan Avenue,Suite 2500,Chicago,IL,60611,United States,01/16/2015,Y
2015,24609,400-401 Michigan Real Estate,401 N. Michigan Avenue,Suite 250,Chicago,IL,60611,United States,01/19/2015,Y
2015,24610,"Free Market Ventures, LLC",160 N. Wacker Dr.,,Chicago,IL,60606,United States,01/19/2015,Y
2015,20442,"Koch Companies Public Sector, LLC and Affiliates",10 E. Doty St.,Suite 703,Madison,WI,53703,United States,11/25/2013,Y
2015,18241,Federal Signal Corporation,2645 Federal Signal Drive,,University Park,IL,60484,United States,05/06/2013,Y
2015,24722,Constellation Brands Beer Division,1 S Dearborn St,,Chicago,IL,60602,United States,02/05/2015,Y
2015,24341,"Magnolia Court Apartments, LLC",4878 N Magnolia,,Chicago,IL,60640,United States,12/18/2014,Y
2015,12606,WhirlyBall,1880 W Fullerton,,Chicago,IL,60614,United States,,Y
2015,19401,The Resurrection Project,1818 S. Paulina Street,,Chicago,IL,60608,United States,08/14/2013,Y
2015,12501,Holsten Development Corp.,1020 W Montrose Ave,,Chicago,IL,60613,United States,,Y
2014,22667,Safe Guard Self Storage,105 Maxess Rd.,Ste. 125,Melville,NY,11747,United States,06/30/2014,Y
2014,22944,Special Counsel,200 S Michigan Ave,Ste. 700,Chicago,IL,60604,United States,07/21/2014,Y
2014,23325,"Rubenstein, Amy",737 N. Michigan Ave,Ste. 1540,Chicago,IL,60611,United States,09/05/2014,Y
2015,16984,"J.J.B. Hilliard, W.L. Lyons LLC",500 W. Jefferson St.,Ste. 700,Louisville,KY,40202,United States,01/28/2013,Y
2015,24446,3i Debt Management US LLC,One Grand Central Place,"60 East 42nd Street, 41st Floor",New York,NY,10165,United States,01/05/2015,Y
2014,24448,The Onni Group,200 N. Lasalle St,"Suite 300, Attn:  Brian Brodeur",Chicago,IL,60601,United States,01/05/2015,Y
2015,17157,"Interstate JCDecaux, LLC",3959 South Morgan St.,,Chicago,IL,60609,United States,01/31/2013,Y
2014,22136,DAREK SMOLINSKI,1826 N. WILMOT,,CHICAGO,IL,60647,United States,04/21/2014,Y
2015,11922,Chicago Teachers Union,222 Merchandise Mart,,Chicago,IL,60654,United States,,Y
2014,24281,Floyd and Elizabeth Miller,2118 West Grace,,Chicago,IL,60618,United States,12/10/2014,Y
2015,12142,"Citibank, NA","388 Greenwich St., 22nd Flr",,New York,NY,10013,United States,,Y
2015,20964,Tribune Company,435 N. Michigan Avenue,,Chicago,IL,60611,United States,01/13/2014,Y
2015,22134,"4K Diversey Partners, LLC",4000 West Diversey,,Chicago,IL,60639,United States,04/21/2014,Y
2015,24572,Preservation of Affordable Housing,77 W. Washington Street,Suite 1006,Chicago,IL,60602,United States,01/16/2015,Y
2014,22741,AMERICAN PETROLIUM INSTITUTE,1220 L STREET NW,,WASHINGTON,DC,20005-4070,United States,07/03/2014,Y
2015,19022,"American JAS Group, LLC",238 W Cermak Rd,Unit 2C,Chicago,IL,60616,United States,07/17/2013,Y
2015,12633,Chicago Parking Meters LLC,205 N. Michigan,,Chicago,IL,60601,United States,,Y
2015,24520,SFAS Inc,One Renaissance Place,Unit 316,Palatine,IL,60067,United States,01/15/2015,Y
2014,22128,CareerBuilder,200 N. LaSalle,Suite 1100,Chicago,IL,60601,United States,04/21/2014,Y
2015,24595,"CSD Six Corners, LLC",980 N. Michigan,,Chicago,IL,60611,United States,01/19/2015,Y
2014,24604,LG Development Group,2243 West North Ave.,,Chicago,IL,60647,United States,01/19/2015,Y
2015,24608,Madison Capital,55 East 59th Street,17th Floor,New York,NY,10022,United States,01/19/2015,Y
2014,23605,1930 Sedgwick LLC,P.O. Box 501,,Elmhurst,IL,60126,United States,09/29/2014,Y
2014,23524,Community Capital Investment,875 N. Michigan Avenue,,Chicago,IL,60611,United States,09/19/2014,Y
2015,21634,Sensus North America,8601 Six Forks Rd,Ste. 700,Raleigh,NC,27615,United States,03/06/2014,Y
2015,18303,1100 E 47th Street LLC,32 N Dean Street,,Englewood,NJ,07631,United States,05/10/2013,Y
2015,18528,PNC Capital Markets LLC,225 Fifth Ave,,Pittsburgh,PA,15222,United States,06/04/2013,Y
2015,19021,Mark J. Kupiec & Associates,77 West Washington,,Chicago,IL,60602,United States,07/17/2013,Y
2015,16849,Loyola University of Chicago,840 N. Michigan Avenue,,Chicago,IL,60611,United States,01/18/2013,Y
2015,24382,Local 881United Food and Commercial Workers,10400 West Higgins Road,,Rosemont,IL,60018,United States,12/22/2014,Y
2014,24243,J & X Nail Spa,5244 N Sheridan Rd,,Chicago,IL,60640,United States,12/04/2014,Y
2015,21353,"830 NMA, LLC",c/o General Growth Properties,110 North Wacker Drive,Chicago,IL,60606,United States,01/30/2014,Y
2015,21157,Costco Wholesale Corporation,45940 Horseshoe Drive,Suite 150,Sterling,VA,20166,United States,01/21/2014,Y
2015,24841,Wm. Wrigley Jr. Company,1132 W Blackhawk,,Chicago,IL,60642,United States,03/03/2015,Y
2014,16981,Greater Chicago Combine Inc,2367 N Newland,,Chicago,IL,60707,United States,01/28/2013,Y
2014,23181,"Lettuce Entertain You Enterprises, Inc.",5419 N. Sheridan Road,,Chicago,IL,60640,United States,08/06/2014,Y
2015,11674,Loyola University Chicago,820 N. Michigan,,Chicago,IL,60611,United States,,Y
2015,12061,Bombardier Transportation (Holdings) USA Inc,1501 Lebanon Church Rd,,Pittsburgh,PA,15236,United States,,Y
2015,18442,Baker Development Corp.,1156 W. Armitage Ave.,,Chicago,IL,60614,United States,05/24/2013,Y
2015,11653,3M Corporation,3M Center,,St. Paul,MN,55144,United States,,Y
2015,11907,Northern Trust Corporation,"50 S. LaSalle St., M-9",,Chicago,IL,60603,United States,,Y
2014,22161,Home Builders Association of Greater Chicago,1525 West Homer,Suite 401,Chicago,IL,60642,United States,04/22/2014,Y
2015,14881,"Crown Castle USA, Inc.",2000 Corporate Drive,,Cannonsburg,PA,15317,United States,08/06/2012,Y
2015,14661,Seven-D Construction Company,2000 W. 43rd Street,,Chicago,IL,60609-3001,United States,07/02/2012,Y
2015,24821,Lakeshore Recycling Systems,6132 W. Oakton Avenue,,Morton Grove,IL,60053,United States,02/25/2015,Y
2015,12629,Oracle,1910 Oracle Way,,Reston,VA,20190,United States,,Y
2015,24499,Rosenwald Courts Developers LLC,c/o Lightengale Group,"140 S. Dearborn, # 1500A",Chicago,IL,60603,United States,01/14/2015,Y
2015,24675,"IMD Gateway Partners, LLC",676 North Michicago Ave.,Suite 3110,Chicago,IL,60611,United States,01/27/2015,Y
2014,24244,Powers and Son Construction,2636 W. 15th Ave.,,Gary,IN,46404,United States,12/04/2014,Y
2015,12711,Illinois Bankers Assoc.,524 S. Second St. #600,,Springfield,IL,62701,United States,,Y
2015,15910,Comcast,1255 W. North Ave,,Chicago,IL,60642,United States,11/07/2012,Y
2015,25121,"Schubert Development Partners, LLC",270 Saint Paul Street,,Denver,CO,80206,United States,03/24/2015,Y
2015,25122,1-800 Contacts,66 East Wadsworth Park Drive,,Draper,UT,84020,United States,03/24/2015,Y
2015,25123,"STRS L3 ACQ5, LLC",400 N. Michigan Avenue,,Chicago,IL,60611,United States,03/24/2015,Y
2015,25541,McMahon Food Corporation,2110 S. Marshall Blvd.,,Chicago,IL,60623,United States,04/24/2015,Y
2015,11914,United Neighborhood Organization,954 W. Washington Blvd. - 3rd flr,,Chicago,IL,60607,United States,,Y
2014,23768,REINA BARCLAY,29911 NIGUEL ROAD,,LAGUNA NIGUEL,CA,62607,United States,10/20/2014,Y
2015,20421,"Koch Companies Public Sector, LLC",10 E. Doty St.,Suite 703,Madison,WI,53703,United States,11/24/2013,Y
2015,16918,"Live Nation Worldwide, Inc. (FKA Clear Channel Entertainment)",9348 Civic Center Drive,,Beverly Hills,CA,90210,United States,01/22/2013,Y
2015,12547,CSX Corporation,1700 W. 167th Street,,Calumet City,IL,60409,United States,,Y
2015,25801,"Uber Technologies, Inc",111 North Canal Street,,Chicago,IL,60606,United States,05/21/2015,Y
2015,13737,South Chicago Packing Co,945 W 38th St.,,Chicago,IL,60609,United States,,Y
2014,23767,THOMAS SCOTT,161 N. CLARK ST.,SUITE 4900,CHICAGO,IL,60601,United States,10/20/2014,Y
2014,23774,LARRY POWERS C/O CENTRUM PARTNERS,"225 W. HUBBARD ST., 4TH FL",,CHICAGO,IL,60654,United States,10/20/2014,Y
2015,17365,Crown Castle NG Networks (fka Next G Networks Inc),2000 Corporate Dr,,Canonsburg,PA,15317,United States,02/27/2013,Y
2014,22531,American Forest & Paper Assoc.,"1101 K Street, NW",Ste. 700,Washignton,DC,20005,United States,06/11/2014,Y
2014,23163,Barrett Homes Inc,1416 W Belmont,,Chicago,IL,60657,United States,07/31/2014,Y
2014,23776,TIM SLEDZ C/O DEARBORN DEVELOPERS LLC,"208 S. LASALLE STREET, #1860",,CHICAGO,IL,60604,United States,10/20/2014,Y
2014,23842,Salina Vest,1806 W. Grand Ave,,Chicago,IL,60622,United States,10/22/2014,Y
2015,24702,Microsoft Services,12012 Sunset Hills Rd,,Reston,VA,20190,United States,01/29/2015,Y
2015,25261,"""I AM"" TEMPLE OF CHICAGO",176 West Washington Street,,Chicago,IL,60602,United States,04/01/2015,Y
2014,23661,Clarity Partners LLC,227 W Monroe St,,Chicago,IL,60606,United States,10/08/2014,Y
2015,22581,American Hotel & Lodging Association,"1201 New York Avenue, N.W., Suite 600",,Washington,DC,20005,United States,06/24/2014,Y
2015,23602,Michael Nitekman,1342 W Henderson,,Chicago,IL,60657,United States,09/29/2014,Y
2014,23762,AIMEN HUMAIDEH,1107 W. FULTON MARKET,,CHICAGO,IL,60607,United States,10/20/2014,Y
2014,23765,Professional Pharmacy Management LLC,1370 N. Milwaukee,,Chicago,IL,60622,United States,10/20/2014,Y
2014,23061,Illinois Petroleum Council,400 W. Monroe,Suite 205,Springfield,IL,62704,United States,07/25/2014,Y
2014,24510,Edward H. Benford,523 W. Armitage Avenue,,Chicago,IL,60614,United States,01/14/2015,Y
2014,22884,Wrigleyville Rooftop Association,3464 N. Clark,,Chicago,IL,60657,United States,07/16/2014,Y
2015,25901,420 Capital Management LLC,175 W Jackson,Ste. 1600,Chicago,IL,60604,United States,06/02/2015,Y
2015,24566,Development Resources,439 North Wells Street,2nd Floor,Chicago,IL,60610,United States,01/16/2015,Y
2015,11598,InterPark Incorporated,200 North La Salle Street,,Chicago,IL,60601,United States,,Y
2015,20285,TLC Management Company,100 North LaSalle Street,Suite 1200,Chicago,IL,60602,United States,11/07/2013,Y
,14006,"Staczewski, Jerzy",3250 N. Sheffield,,Chicago,IL,60657,United States,,Y
,13996,Inder Dev,2525 W. Devon,,Chicago,IL,60659,United States,,Y
,13387,"Salbi, Paul",1028 S. Linneman Rd,,Mt. Prospect,IL,60056,United States,,Y
,24642,Young Men's Christian Association of Chicago,801 North Dearborn Street,,Chicago,IL,60610,United States,01/20/2015,Y
,20462,Muniply,2443 W. 16th Street Suite G,,Chicago,IL,80301,United States,12/04/2013,Y
,13385,"Steinmetz, Robert",4619 W. 103rd St,,Oak Lawn,IL,60453,United States,,Y
,12014,625 W. Adams (Chicago) LLC,5500 W. Howard St.,,Skokie,IL,60077,United States,,Y
,15605,"Arthur G. Hollis, 327 North Aberdeen, LLC",6 West Hubbard Street,Suite 250,Chicago,IL,60654,United States,10/01/2012,Y
,12026,Centrum Properties,"225 W. Hubbard St., 4th Floor",,Chicago,IL,60610,United States,,Y
,17361,Xtreme Green Products Inc.,2191 Mendenhall Ste 101,,N. Las Vegas,NV,89081,United States,02/25/2013,Y
,13415,"Harris, Stephanie and John",1425 N. Astor,,Chicago,IL,60611,United States,,Y
,20969,"Theatrical State Employees Union, Local 2",216 S. Jefferso St,Suite 400,chicago,IL,60651,United States,01/13/2014,Y
,13396,Dougherty & Co,90 S. Sevent St. Ste. 4300,,Minneapolis,MN,55402,United States,,Y
,16922,U-Haul Company of North Shore Chicago,4100 West Fullerton,,Chicago,IL,60639,United States,01/22/2013,Y
,24442,ExcelPay Business Solutions,2839 Paces Ferry Road Suite 1120,,Atlanta,GA,30339,United States,01/01/2015,Y
,11980,5657 Broadway LLC,1200 E. Chicago,,Elgin,IL,60120,United States,,Y
,13390,Midway Restaurant Development Lts / DBA Gold Coast Hot Dogs,5757 S. cicero Ave.,,Chicago,IL,60638,United States,,Y
,18045,"Baker Tilly Virchow Krause, LLP",c/o Robert Kaplan,815 W. Van Buren Street,Chicago,IL,60607,United States,04/23/2013,Y
,15864,"360 North Michigan Properties, LLC","c/o MB Real Estate Services, LLC","181 W.  Madison St., Suite 4700",Chicago,IL,60602,United States,10/30/2012,Y
,11945,"Ravenswood Station, LLC","5215 Old Orchard Rd., Ste. 130",,Skokie,IL,60077,United States,,Y
,18144,"Wrigley Field Parking Operations, LLC",1060 W. Addison,,Chicago,IL,60657,United States,04/30/2013,Y
,13375,Stonewater Partners,"One North State St., Ste. 1050",,Chicago,IL,60602,United States,,Y
,16933,"Midwest General EME, LLC",440 S. LaSalle Street,Suite 3500,Chicago,IL,60605,United States,01/22/2013,Y
,13433,St. Boniface Senior Living LLC,"619 Enterprise Dr., Ste. 202",,Oak Brook,IL,60523,United States,,Y
,20161,General Assemby & Church of the First Born Inc,3042 West Jackson,,Chicago,IL,60612,United States,10/31/2013,Y
,15865,"One North Dearborn Properties, LLC","c/o MB Real Estate Services, LLC","181 W. Madison St., Suite 4700",Chicago,IL,60602,United States,10/30/2012,Y
,13975,"Berghoff, Paul & Lisa",6243 N Knox Ave,,Chicago,IL,60640,United States,,Y
,17903,Troon & Co.,112 West Jefferson,Suite 250,South Bend,IN,46601,United States,04/16/2013,Y
,22823,"3406 Sheffield, LLC",c/o Philip Pappas,3654 N. Lincoln Avenue,Chicago,IL,60613,United States,07/10/2014,Y
,13973,"Brink, Christopher",3850 N Springfield,,Chicago,IL,60618,United States,,Y
,13394,Lakeside Community Development Corp,1652 W. Wallen Ave,,Chicago,IL,60626,United States,,Y
,12012,Imperial Realty Co.,4747 W. Peterson,,Chicago,IL,60646,United States,,Y
,11981,Central Station LLC,1455 S. Michigan Ave,,Chicago,IL,60605,United States,,Y
,11928,"Blauvise, Moshe",1820 W. Webster #101,,Chicago,IL,60614,United States,,Y
,13432,St. Boniface Senior Living Foundation,"619 Enterprise Dr., Ste. 202",,Oak Brook,IL,60523,United States,,Y
,19326,Fred Eychaner,459 W. Wrightwood,,Chicago,IL,60614,United States,08/07/2013,Y
,13970,"Tiran, Aaron",1830 N Lamon Ave,,Chicago,IL,60639,United States,,Y
,11992,CH2M Hill,"8501 W. Higgins Rd., Suite 300",,Chicago,IL,60631,United States,,Y
,11954,Pullman Park Development LLC,1000 E 111th St,,Chicago,IL,60628,United States,,Y
2011,12296,Youth Connection Charter School,"10 W. 35th St., Ste. 11F4-2",,Chicago,IL,60616,United States,,Y
2011,12302,Olde Prairie Avenue LLC,223 Western Promenade,,Portland,ME,04102,United States,,Y
2011,12306,"Medici Towers Partners, LLC c%2fo The Prime Group, LLC",321 N. Clark St. Ste. 2500,,Chicago,IL,60625,United States,,Y
2011,13619,Global Recycling,2800 N. Tryon St.,,Charlotte,NC,28206,United States,,Y
2011,12318,Stateway Associates LLC,3555 S. Dearborn St.,,Chicago,IL,60602,United States,,Y
2011,12322,Waterton Residential,"30 S. Wacker Dr., Ste.3600",,Chicago,IL,60606,United States,,Y
2011,12342,Salvation Army,5040 N. Pulaski Rd,,Chicago,IL,60630,United States,,Y
2011,12344,Commuter Rail Divison of the RTA (Metra),"547 W. Jackson Blvd., 15th flr",,Chicago,IL,60661,United States,,Y
2011,12349,"Continental Airl Lines, Inc",77 West Wacker Dr.,,Chicago,IL,60601,United States,,Y
2011,12366,Rush University Medical Center,"1725 W. Harrison St., Ste. 364",,Chicago,IL,60612,United States,,Y
2011,12373,Related Midwest,350 W. Hubbard St. #301,,Chicago,IL,60610,United States,,Y
2011,12386,Development Resources,439 N. Wells St.,,Chicago,IL,60610,United States,,Y
2011,12389,Geneva Webster LLC,2001 N. Halsted St.,,Chicago,IL,60614,United States,,Y
2011,12395,Rice Financial Products Co.,"17 State Street, 40th Flr",,New York,NY,10004,United States,,Y
2011,12401,"Loop Capital Markets, LLC",200 W. Jackson Blvd. Ste. 1600,,Chicago,IL,60606,United States,,Y
2011,12159,Comcast Corp.,1255 W. North Ave,,Chicago,IL,60642,United States,,Y
2011,13662,F.H. Paschen %2f S.N. Nielsen Inc,8725 W. Higgins Ste 200,,Chicago,IL,60631,United States,,Y
2011,12406,Commonwealth Edison,"10 S. Dearborn St., 37th Flr",,Chicago,IL,60603,United States,,Y
2011,12409,"Midwest Generation EME,LLC","440 S. LaSalle St., #3500",,Chicago,IL,60605,United States,,Y
2011,13668,"Omicron Technologies, Inc",6348 N. Milwaukee Ave.,,Chicago,IL,60646,United States,,Y
2011,12434,Wright Advertising,1347 S. Laramie Ave,,Cicero,IL,60804,United States,,Y
2011,13681,"Teachscape, Inc","731 Market St., Ste. 400",,San Francisco,CA,94103,United States,,Y
2011,12452,"Humana, Inc.",500 W. Main St.,,Louisville,KY,40202,United States,,Y
2011,13683,"Automatic Doors, Inc",113 Sangra Ct,,Streamwood,IL,60107,United States,,Y
2011,12454,Access Community Health Network,"600 W. fulton St., Ste. 200",,Chicago,IL,60661,United States,,Y
2011,12486,Gold Coast Tickets,908 W. Madison,,Chicago,IL,60607,United States,,Y
2011,13693,"Tsalas, Orestis",4239 N. Hamlin,,Chicago,IL,60618,United States,,Y
2011,13697,"Tsalas, Orestis",4239 N. Hamlin,,Chicago,IL,60618,United States,,Y
2011,13699,"Ferrari, Robert",810 Brentwood,,Bensenville,IL,60106,United States,,Y
2011,12496,Principal Real Estate Investors,"711 High Street, G-34",,Des Moines,IA,50392,United States,,Y
2011,13710,BMD City Gardens,322 S. Green St.,,Chicago,IL,60607,United States,,Y
2011,12501,Holsten Development Corp.,1020 W Montrose Ave,,Chicago,IL,60613,United States,,Y
2011,12525,Commuter Rail Divison of the RTA (Metra),"547 W. Jackson Blvd., 15th Floor",,Chicago,IL,60661,United States,,Y
2011,12534,"Chinajilin Hehe Real Estate Co., Ltd","200 S. Michigan Ave., Ste. 1100",,Chicago,IL,60604,United States,,Y
2011,13722,"Gateway Park, LLC c%2fo The Regent Group",8999 Palmer Street,,River Grove,IL,60171,United States,,Y
2011,13725,"Parsons Transportation Group, Inc","10 S. Riverside Plaza, Ste. 400",,Chicago,IL,60606,United States,,Y
2011,12562,"Randolph Tower City Apartments, LLC",30833 Northwestern Hwy,,Farminigton Hills,MI,48334,United States,,Y
2011,13737,South Chicago Packing Co,945 W 38th St.,,Chicago,IL,60609,United States,,Y
2011,12574,"Mark IV Realty Group, Inc",600 W. Jackson Blvd  Ste. 275,,Chicago,IL,60661,United States,,Y
2011,12584,Public Building Commission of Chicago,200 Richard J. Daley Center,,Chicago,IL,60602,United States,,Y
2011,13746,Fitbug Inc,566 W. Lake St. #260,,Chicago,IL,60661,United States,,Y
2011,12595,Titan Outdoor LLC,850 Third Ave.,,New York,NY,10022,United States,,Y
2011,13753,Bethany Methodist,5015 N. Paulina,,Chicago1,IL,60640,United States,,Y
2011,13757,Sedgwick Properties,"1525 W. Homer St., Ste. 401",,Chicago,IL,60622,United States,,Y
2011,13763,JP Morgan Chase & Co.,10 S. Dearborn,,Chicago,IL,60603,United States,,Y
2011,12615,"US Bancorp Investments, Inc","461 5th Avenue,  10th Flr",,New York,NY,10017,United States,,Y
2011,13768,"Bennett, Eugene L.",55 W. Monroe St.,,Chicago,IL,60603,United States,,Y
2011,12629,Oracle,1910 Oracle Way,,Reston,VA,20190,United States,,Y
2011,12631,Chicago Parking Meters LLC,350 E Monroe,,Chicago,IL,60603,United States,,Y
2011,12634,Jackson Securities,"100 Auburn NE, 3rd Flr",,Atlanta,GA,30303,United States,,Y
2011,12657,PLS Financial,300 N. Elizabeth,,Chicago,IL,60607,United States,,Y
2011,12671,Adecco North America,175 Broad Hollow Road,,Melville,NY,11747,United States,,Y
2011,13795,Chicago Transit Authority,567 W. Lake St.,,Chicago,IL,60661,United States,,Y
2011,12675,St. Boniface Senior Living LLC,"619 Enterprise Dr., Ste. 202",,Oak Brook,IL,60523,United States,,Y
2011,12692,Security Properties Inc,"1201 Third Avenue, Ste. 4500",,Seattle,WA,98101,United States,,Y
2011,12694,"Krehbiel, Pete","2222 N. Racine Ave., Unit 9",,Chicago,IL,60614,United States,,Y
2011,12709,Women Construction Owners,3525 W. Peterson Avenue,,Chicago,IL,60659,United States,,Y
2011,12713,Building Owners & Managers Assoc. of Chicago (BOMA),"120 S. LaSalle St., Ste. 1400",,Chicago,IL,60603,United States,,Y
2011,12718,"Quantum Crossings, LLC","111 East Wacker Dr., Ste. 990",,Chicago,IL,60601,United States,,Y
2011,12720,Motorola Solutions,"1303 E. algonquin Rd., 7th Flr",,Schaumburg,IL,60196,United States,,Y
2011,13820,RADA Architects,"233 N. Michigan Ave., #2320",,Chicago,IL,60601,United States,,Y
2011,12727,Chicago Lakeside Development LLC,"737 N. Michigan Ave., Ste. 2500",,Chicago,Il,60611,United States,,Y
2011,13828,Madison Square Garden,2 Penn Plaza,,NY,NY,10121,United States,,Y
2011,12735,"Ravenswood Station, LLC","5215 Old Orchard Rd., Ste. 130",,Skokie,IL,60077,United States,,Y
2011,12742,"Advanced Public Safety, Inc.","500 Fairway Drive, Suite 204",,Deerfield Beach,FL,33441,United States,,Y
2011,12744,"5454 S. Shore Drive, LLC",32 N. Dean St.,,Englewood,NJ,07631,United States,,Y
2011,13835,"Wal-Mart Stores, Inc.","702 S. W. 8th St., MS 0350",,Bentonville,AR,72716,United States,,Y
2011,13842,"Server Farm Realty, Inc","999 N. Sepulveda Blvd., Ste. 600",,El Segundo,CA,90245,United States,,Y
2011,12757,United Neighborhood Organization,954 W. Washington Blvd. - 3rd flr,,Chicago,IL,60607,United States,,Y
2011,13845,Universal Boot Inc,681 Meloche Ave,,Dorval,Qe,11111,United States,,Y
2011,13847,Neptun Light,960 North Shore Drive,,Lake Bluff,IL,60044,United States,,Y
2011,12785,"Rail World, Inc","8600 W. bryn Mawr Ave., Ste. 500 N",,Chicago,IL,60631,United States,,Y
2011,13860,Verizon Wireless,"1515 Woodfield Road, Ste 1400",,Schaumburg,IL,60173,United States,,Y
2011,13863,"T-Mobile USA, Inc","2001 Butterfield, Ste. 1900",,Downers Grove,IL,60515,United States,,Y
2011,12799,"Urban Juncture, Inc",4245 South Dr. Martin Luther King Jr Dr.,,Chicago,IL,60605,United States,,Y
2011,12804,Chicagoland Chamber of Commerce,200 E. Randolph  #2200,,Chicago,IL,60601,United States,,Y
2011,12808,LV Station LLC,"1525 W. Homer St., Ste. 400",,Chicago,IL,60642,United States,,Y
2011,14033,Land and Lakes Company,123 N. Northwest Highway,,Park Ridge,IL,60068,United States,,Y
2011,14039,City Colleges of Chicago,226 W. Jackson #1127,,Chicago,IL,60606,United States,,Y
2011,14040,Chicago Public Schools,125 S. Clark St.,,Chicago,IL,60603,United States,,Y
